Id,First Name,Last Name,Stars,Position,Archetype,Overall,Height,Weight,School,Hometown,State,Carrying,Agility,Catching,Zone Coverage,Man Coverage,Football IQ,Kick Accuracy,Kick Power,Pass Block,Pass Rush,Punt Accuracy,Punt Power,Route Running,Run Block,Run Defense,Speed,Strength,Tackle,Throw Power,Throw Accuracy,Injury,Stamina,Discipline,Academic,Free Agency,Personality,Recruiting,Work Ethic,Progression,Potential,Year,Team,Redshirt,JerseyNum
11236,Matt,Oliver,3,OLB,Speed,34,74,225,Madison,Madison Heights,MI,15,33,14,37,35,24,5,9,1,20,11,10,11,8,33,60,37,44,13,17,68,47,64,Average,Average,Average,Average,Focuses on Max Weight,63,B+,2,114,FALSE,
11376,Akrum,Espinoza,3,SS,Zone Coverage,35,72,192,Buchholz,Gainesville,FL,18,32,16,45,32,33,9,10,9,9,4,2,0,1,29,52,13,23,15,10,52,13,67,Average,Average,Average,Average,Average,30,C,2,114,FALSE,
11699,Jorge,Worley,3,QB,Pocket,34,75,220,Chaska,Chaska,MN,17,16,17,18,19,23,5,9,7,2,4,5,10,2,11,33,16,13,48,44,22,42,68,Average,Average,Average,Average,Quiet,48,C+,2,114,FALSE,
12074,Tomas,Lohse,2,P,Power,22,71,188,Woodstock,Woodstock,GA,6,8,13,14,8,16,13,12,3,7,13,34,12,9,9,9,6,8,10,11,44,8,59,Sits at the back in class,Average,Average,Average,Gym Rat,36,C+,2,114,FALSE,
12180,Nelson,Santana,2,TE,Receiving,27,76,234,Magnolia West,Magnolia,TX,17,27,27,12,7,17,9,2,25,17,3,5,20,32,9,39,38,14,10,9,34,42,84,Average,Average,Extroverted,Average,Average,46,C+,2,114,FALSE,
12606,Matt,Jones,2,FB,Blocking,29,72,244,Raleigh,Raleigh,MS,15,15,15,7,9,16,7,1,38,1,10,1,8,42,1,28,39,8,11,10,55,39,59,Average,Average,Selfish,Average,Average,34,C-,2,114,FALSE,
11484,Christian,Tilson,3,DE,Speed Rusher,35,77,224,North Miami Beach,North Miami Beach,FL,20,37,18,18,19,24,8,7,3,45,5,5,10,9,29,50,39,32,12,14,52,33,54,Average,Loyal,Average,Average,Average,66,B,2,114,FALSE,
11590,Mickey,Brogdon,3,RB,Receiving,39,69,190,Suwannee,Live Oak,FL,26,44,42,19,13,26,6,6,26,6,6,11,30,4,3,63,20,19,15,16,38,49,59,Average,Market-driven,Average,Average,Average,75,A,2,114,FALSE,
11710,Jacob,Pagnozzi,3,WR,Speed,36,72,187,Burleson,Burleson,TX,20,34,38,17,10,22,3,8,4,2,2,5,28,17,1,61,21,3,11,12,63,67,47,Average,Average,Average,Average,Lazy,44,C,2,114,FALSE,
11910,Rob,Mattison,2,QB,Scrambler,30,72,216,Westlake,Austin,TX,27,27,7,9,8,24,5,8,10,9,6,9,7,4,2,61,22,12,31,26,43,44,53,Average,Average,Average,Prefers to play for a national championship contender,Average,61,B,2,114,FALSE,
12443,Stefon,White,2,CB,Man Coverage,30,71,191,Father Ryan,Nashville,TN,9,32,11,24,45,20,9,4,1,6,1,9,13,9,7,44,8,15,5,9,34,25,73,Average,Average,Disruptive,Prefers to play for an up-and-coming team,Average,47,C,2,114,FALSE,
12488,Mike,Witherspoon,2,OT,Pass Blocking,32,75,296,North Shore,Houston,TX,13,13,7,15,12,20,5,5,42,10,8,6,9,21,2,17,50,15,6,10,50,51,62,Average,Average,Average,Average,Average,82,A+,2,114,FALSE,
12744,Kenrich,Brown,2,DT,Balanced,29,75,297,Morgan Academy,Selma,AL,13,23,13,12,16,21,7,1,5,24,3,5,5,8,32,26,32,38,11,13,52,72,56,Loves Learning,Average,Average,Average,Average,58,B-,2,114,FALSE,
12835,William,Koehn,2,OLB,Speed,27,75,227,American Leadership Academy,Queen Creek,AZ,14,26,11,26,29,19,7,2,6,15,3,9,11,9,25,54,25,36,10,11,39,36,61,Average,Average,Average,Average,Average,30,C-,2,114,FALSE,
15133,Garrett,Witherspoon,4,C,Run Blocking,35,76,288,Durant,Plant City,FL,22,24,16,25,24,27,7,14,28,18,8,6,12,43,10,24,52,23,18,16,57,50,72,Average,Average,Impatient,Average,Average,61,A-,1,114,FALSE,
15917,Andrew,Woods,3,SS,Man Coverage,33,70,198,Taylor County,Perry,FL,19,34,8,26,44,21,7,2,8,6,7,9,16,1,26,56,14,25,15,15,55,15,35,Average,Average,Reserved,Average,Average,63,B,1,114,FALSE,
15188,Matt,Teheran,4,WR,Possesion,39,73,192,Tigard,Tigard,OR,27,35,48,17,20,30,11,14,6,15,5,6,29,15,5,52,29,11,19,20,44,78,41,Average,Average,Reliable,Average,Footwork king,42,C+,1,114,FALSE,
15094,Cobi,Tulowitzki,4,DT,Balanced,36,73,292,Lufkin,Lufkin,TX,22,31,22,16,24,26,6,8,9,35,9,14,12,9,33,37,46,42,23,15,47,37,54,Average,Average,Average,Fanboy,Track Athlete,58,B+,1,114,FALSE,
15446,Mike,Williams,3,OG,Pass Blocking,31,75,282,Hillgrove,Powder Springs,GA,18,14,17,12,17,20,8,2,38,14,2,2,5,23,13,22,49,14,15,13,76,32,48,Average,Average,Impatient,Is going to school mainly for academics,Center of Attention,35,C,1,114,FALSE,
15509,Muhammad,Thomas,3,DE,Run Stopper,31,75,295,Jennings,Jennings,LA,18,23,18,17,18,23,6,7,6,25,5,1,6,9,39,39,38,37,13,19,49,47,58,Average,Average,Uncooperative,Average,Average,51,C+,1,114,FALSE,
15597,Noel,Holaday,3,CB,Zone Coverage,33,70,185,Tioga,Tioga,LA,17,34,13,47,27,21,6,1,1,3,5,3,9,7,7,49,11,17,12,11,45,35,82,Average,Average,Average,Average,Average,35,C+,1,114,FALSE,
15683,Luke,Young,3,QB,Scrambler,32,71,225,East Bladen,Elizabethtown,NC,34,32,16,12,17,27,9,4,4,5,3,8,1,6,6,62,29,11,26,32,52,71,63,Naturally book smart,Championship seeking,Average,Average,Film Room Genius,57,C+,1,114,FALSE,
16029,Lou,Avery,3,RB,Balanced,32,71,217,Sequoyah,Canton,GA,29,32,27,11,18,24,0,5,22,6,1,4,5,7,2,58,20,11,10,17,54,57,37,Average,Money motivated,Teamwork,Average,Average,53,B,1,114,FALSE,
16063,Dan,Edwards,3,OT,Run Blocking,35,76,313,Centennial,Port St. Lucie,FL,13,15,20,13,16,23,6,5,28,12,4,8,9,43,7,21,48,13,12,16,73,59,36,Average,Wants extensions,Average,Average,Lazy,48,B-,1,114,FALSE,
16184,Joakim,Negron,3,TE,Receiving,32,76,239,Hephzibah,Hephzibah,GA,19,34,32,12,11,24,7,4,32,17,6,3,25,34,13,45,45,18,12,19,81,47,38,Average,Average,Average,Average,Average,62,A-,1,114,FALSE,
16268,Bo,Hicks,3,OLB,Coverage,30,75,232,Navarre,Navarre,FL,17,31,16,34,35,24,1,3,8,19,4,9,4,8,30,41,29,38,11,11,64,47,38,Frequent visits to the principal,Average,Average,Average,Average,47,C,1,114,FALSE,
16795,Jester,Williams,2,ILB,Field General,28,71,243,Parklane Academy,McComb,MS,8,27,5,34,25,31,3,5,2,11,2,6,8,0,30,36,28,27,8,11,55,62,34,Average,Average,Average,Prefers to play for a specific coach,Track Athlete,54,B,1,114,FALSE,
17048,Yohan,Rosenberg,2,FS,Run Stopper,26,71,203,Cy-Fair,Cypress,TX,12,35,10,24,23,15,6,2,4,3,2,8,9,9,24,44,23,26,14,9,35,27,48,Average,Average,Teamwork,Open-Minded,Average,50,C+,1,114,FALSE,
17287,Randin,Halton,2,K,Balanced,23,72,182,South Oak Cliff,Dallas,TX,12,12,19,12,14,14,27,23,7,3,9,7,3,4,4,11,0,1,6,5,57,47,78,Loves Learning,Average,Perfectionist,Average,Average,24,D,1,114,FALSE,
17657,Andrew,Noel,2,P,Accuracy,22,73,199,Wando,Mt. Pleasant,SC,12,10,6,9,14,15,11,6,2,2,33,13,6,1,8,6,6,1,11,10,48,67,43,Average,Average,Intelligent,Multi-Sport,Average,54,B-,1,114,FALSE,
16471,Kristjan,Herrmann,3,CB,Zone Coverage,32,70,180,Evangelical Christian,Cordova,TN,15,34,14,49,28,20,7,2,6,9,6,7,5,3,11,46,10,12,10,15,39,64,33,Average,I'm the starter,Extroverted,Average,Average,57,C+,1,114,FALSE,
16568,Bud,Springs,3,DE,Balanced,31,76,273,Lake Weir,Ocala,FL,17,32,21,17,19,23,9,8,2,34,10,6,1,7,33,37,31,31,17,10,58,61,61,Loves Learning,Average,Average,Average,Average,62,B-,1,114,FALSE,
16688,Ray,Trevino,3,WR,Possesion,34,74,190,Hudson Catholic,Jersey City,NJ,17,30,45,15,11,19,6,0,7,6,2,7,28,15,2,48,25,1,19,17,47,46,24,Average,Highest bidder,Average,Prefers to be close to home,Average,45,C+,1,114,FALSE,
16883,Luis,Landrum,2,RB,Speed,23,69,204,Cooper,The Woodlands,TX,15,22,12,10,6,16,6,0,15,1,3,4,2,3,2,52,13,15,13,10,52,60,52,Average,Average,Average,Prefers to play for a national championship contender,Average,46,B-,1,114,FALSE,
17276,Daryl,Vargas,2,OT,Run Blocking,27,74,297,D'Iberville,D'Iberville,MS,11,10,12,9,6,17,8,8,19,11,7,8,5,35,7,19,42,5,6,13,66,71,47,Average,Average,Average,Average,Average,55,B+,1,114,FALSE,
17508,Edwin,Craig,2,ILB,Speed,25,73,221,Brophy College Prep,Phoenix,AZ,12,30,6,27,29,17,1,10,1,11,2,9,5,9,28,47,27,25,9,10,37,65,38,Average,Highest bidder,Average,Average,Gym Rat,66,B,1,114,FALSE,
17670,Tim,Ryan,2,OG,Run Blocking,26,75,296,Westside,Augusta,GA,10,10,10,13,8,16,2,9,19,6,8,1,6,34,7,20,40,10,9,9,75,36,56,Average,Average,Stoic,Average,Working-Class mentality,36,C+,1,114,FALSE,
17786,Yangervis,Jimenez,2,OLB,Pass Rush,23,76,239,Boston College High,Boston,MA,10,28,9,13,12,14,2,1,4,36,10,5,5,9,18,38,17,29,7,8,48,26,65,More likely to get academic probation,Average,Average,Average,Average,35,C,1,114,FALSE,
162,Steven,Humphries,4,OT,Pass Blocking,51,75,301,Woodruff,Woodruff,SC,26,34,25,21,25,40,12,9,61,21,13,7,14,43,16,28,63,25,22,19,37,41,61,Average,Average,Average,Average,Average,77,A,4,115,FALSE,
222,Davante,Verrett,4,SS,Zone Coverage,46,72,198,Iola-Scandinavia,Iola,WI,25,44,11,58,46,47,14,12,14,9,16,6,14,10,44,59,20,35,21,21,72,56,51,Average,Average,Average,Prefers to play for a national championship contender,Average,44,B-,4,115,FALSE,
178,Chaz,Esch,4,TE,Receiving,47,76,236,Winter Haven,Winter Haven,FL,32,51,51,19,22,39,14,8,46,28,12,15,39,45,25,57,57,20,16,16,26,14,60,Naturally book smart,Average,Average,Average,Average,66,A,4,115,FALSE,
227,Dustin,Clark,4,DE,Run Stopper,46,76,293,Garces Memorial,Bakersfield,CA,18,42,20,19,26,36,13,9,12,40,15,11,11,12,47,55,50,55,17,22,46,55,52,Average,Average,Average,Average,Average,54,B-,4,115,FALSE,
608,Brandon,O'Grady,3,QB,Field General,45,74,204,St. Augustine,St. Augustine,FL,20,25,22,21,15,57,11,8,7,12,6,6,8,8,9,44,27,15,47,50,72,64,55,Average,Average,Average,Average,Average,83,A+,4,115,FALSE,
695,Robert,Marte,3,RB,Power,39,72,222,Westlake,Atlanta,GA,41,35,27,22,17,34,3,4,36,10,10,12,7,6,3,65,34,20,12,19,27,51,62,Average,Average,Average,Average,Persistant,52,C+,4,115,FALSE,
778,Bruce,Wilson,3,OG,Balanced,42,75,294,Bryant,Bryant,AR,18,23,21,14,13,32,8,3,40,19,8,4,10,42,12,24,58,12,14,13,42,49,33,Average,Average,Stoic,Legacy,Track Athlete,56,C+,4,115,FALSE,
867,Myles,Coward,3,WR,Possesion,40,73,193,Creekside,St. Johns,FL,27,40,50,19,22,27,4,7,4,10,4,8,31,14,0,55,29,7,12,18,25,17,41,Average,Average,Average,Average,Average,35,C,4,115,FALSE,
1197,Irving,Gonzalez,3,CB,Ball Hawk,43,71,182,Jeannette,Jeannette,PA,10,47,41,47,47,29,10,9,4,4,7,11,11,1,13,55,21,17,18,15,48,65,64,Average,Hometown hero,Average,Average,Average,44,C,4,115,FALSE,
1306,Josh,Brown Jr.,3,ILB,Run Stopper,38,74,249,Houston,Germantown,TN,15,28,18,31,29,26,7,1,1,20,2,5,6,2,51,54,54,45,12,17,68,63,47,Average,Average,Average,Prefers to play in a different state,Average,31,C,4,115,FALSE,
1398,Jimmy,Ladler,3,OLB,Pass Rush,40,77,237,Seneca Valley,Harmony,PA,22,49,21,33,25,34,6,7,1,50,2,3,13,3,33,51,37,49,17,18,48,45,18,Average,Average,Average,Average,Average,50,B,4,115,FALSE,
1459,Brian,Simmons,3,DT,Balanced,43,76,296,Jefferson Davis County,Bassfield,MS,16,33,22,12,22,30,4,8,7,41,9,6,12,5,43,32,51,53,17,10,43,49,20,Average,Average,Average,Average,Average,66,A-,4,115,FALSE,
2160,Ben,Wagner,2,FS,Man Coverage,37,72,204,San Ramon Valley,Danville,CA,11,37,13,31,52,23,4,4,4,10,9,9,15,12,28,63,20,29,10,12,47,47,45,Average,Average,Average,Prefers to play for a national championship contender,Average,61,B,4,115,FALSE,
2539,Pete,Frandsen,2,FB,Blocking,35,72,247,Brookfield,Brookfield,CT,17,23,18,15,14,23,5,9,47,7,4,3,7,49,8,33,43,12,9,8,44,41,45,Average,Loyal,Average,Prefers to be close to home,Average,43,C,4,115,FALSE,
2794,Rudy,Beavan,2,C,Pass Blocking,38,76,283,Avon Lake,Avon Lake,OH,18,17,17,18,15,29,12,4,51,15,2,7,9,28,7,20,51,9,13,6,63,51,56,Sits at the front in class,Market-driven,Average,Average,Skips Leg Day,60,B+,4,115,FALSE,
3080,Al,Fry,2,P,Accuracy,25,72,191,Sealy,Sealy,TX,6,8,16,6,7,25,13,10,2,6,34,17,5,9,10,13,8,0,6,5,44,32,52,Average,Average,Extroverted,Average,Average,33,C,4,115,FALSE,
1679,Avery,Berrios,3,WR,Route Runner,39,69,169,Lompoc,Lompoc,CA,24,42,34,13,18,25,9,0,3,7,2,12,42,19,8,61,25,3,15,11,49,32,45,Average,Adversarial,Average,Average,Average,35,C,4,115,FALSE,
1736,Greg,Allen,3,DE,Balanced,36,76,276,Cuyahoga Valley Christian Academy,Cuyahoga Falls,OH,20,33,21,11,19,30,7,1,10,38,7,8,5,5,34,45,36,37,15,15,64,44,61,Average,Average,Average,Average,Average,21,D-,4,115,FALSE,
1977,Matthew,O'Neill,2,OT,Pass Blocking,41,76,291,Manor,Manor,TX,10,25,14,12,16,29,3,10,51,13,5,8,11,33,12,19,54,11,8,7,46,39,64,Sits at the back in class,Average,Average,Average,Average,64,A,4,115,FALSE,
2118,Isaiah,Fernandez,2,RB,Power,31,71,221,Itawamba Agriculture,Fulton,MS,39,31,15,16,11,28,6,3,37,7,9,7,5,5,6,52,33,14,9,10,52,61,58,Average,Championship seeking,Average,Average,Average,51,C+,4,115,FALSE,
2578,Marcus,Givens,2,OLB,Run Stopper,34,75,243,Hardaway,Columbus,GA,14,25,12,31,34,27,5,5,9,18,8,3,13,8,46,42,43,40,13,12,60,52,40,Average,I'm the starter,Average,Average,Average,46,B-,4,115,FALSE,
2595,Adonis,Mahoungou,2,CB,Man Coverage,34,72,201,Radford,Honolulu,HI,11,41,17,26,49,21,9,6,2,1,11,10,10,2,7,50,8,12,9,10,26,23,36,Studious,Championship seeking,Average,Average,Average,36,C+,4,115,FALSE,
2892,Fernando,Rodriguez,2,QB,Scrambler,34,74,225,Roncalli,Indianapolis,IN,29,35,9,11,10,28,6,7,5,3,3,3,10,7,8,70,32,6,31,30,65,43,41,Average,Average,Irrational,Average,Average,58,C+,4,115,FALSE,
2980,Tommy,Johnson,2,DT,Pass Rusher,34,75,292,Narbonne,Harbor City,CA,11,39,16,15,9,27,10,3,3,33,9,4,6,11,33,32,32,42,14,6,78,64,40,Average,Hates Tags,Average,Average,Average,66,B,4,115,FALSE,
5154,Damion,Garcia,4,OG,Balanced,43,76,300,Parkland,Allentown,PA,20,33,27,20,23,35,10,16,41,20,8,16,11,43,20,26,58,24,16,18,49,62,38,Average,Average,Average,Prefers to play for a team where he can start immediately,Average,41,C+,3,115,FALSE,
5085,Erik,Smith,4,RB,Balanced,44,70,215,Trion,Trion,GA,35,45,38,24,21,34,12,11,31,7,15,16,7,12,16,72,33,24,19,16,50,58,48,Less likely to get academic probation,Average,Average,Average,Average,51,C+,3,115,FALSE,
5554,DaQuan,Davis,3,DE,Speed Rusher,38,76,234,Sheyenne,West Fargo,ND,15,44,17,13,14,29,7,2,4,39,2,10,6,10,35,52,38,38,12,19,52,81,65,Average,Market-driven,Sloppy,Prefers to play with former teammates,Average,57,C+,3,115,FALSE,
5207,Destiny,Anderson,4,DT,Balanced,42,74,293,Springtown,Springtown,TX,17,37,24,18,23,34,6,15,15,41,10,9,14,12,45,37,44,46,18,23,36,48,43,Takes AP classes,Market-driven,Average,Prefers to play with former teammates,Average,40,C-,3,115,FALSE,
5583,Torrey,Solano,3,CB,Man Coverage,40,73,188,Pearl River Central,Carriere,MS,12,41,12,40,54,29,9,3,7,9,8,5,14,4,14,53,18,16,18,10,77,18,72,Average,Average,Average,Average,Track Athlete,68,A,3,115,FALSE,
5680,Luis,Pachulia,3,OT,Pass Blocking,38,74,290,Maiden,Maiden,NC,11,24,13,11,15,29,8,9,45,14,6,5,7,33,9,22,49,14,19,18,28,58,38,Average,Average,Introvert,Average,Focuses on Max Weight,51,B-,3,115,FALSE,
5767,James,Downs,3,QB,Field General,36,76,210,Canton,Canton,MI,13,22,13,15,14,47,8,6,7,9,3,3,11,9,8,38,26,14,35,39,55,54,60,Average,Average,Perfectionist,Average,Average,54,B,3,115,FALSE,
5861,Rick,Sims,3,WR,Speed,38,73,194,Torrey Pines,San Diego,CA,21,39,36,17,20,26,11,0,5,1,3,11,31,14,3,67,23,2,16,11,58,33,45,Wants to finish degree,Hometown hero,Average,Average,Average,35,C,3,115,FALSE,
6172,Calvin,Penny,3,P,Power,29,75,187,King's Academy,West Palm Beach,FL,17,13,17,14,19,25,19,14,3,7,22,38,7,1,10,17,6,8,15,11,92,32,61,Average,Average,Average,Average,Average,45,C,3,115,FALSE,
6278,Yohander,Nowitzki,3,FB,Blocking,38,72,246,Bauxite,Bauxite,AR,20,31,22,12,13,28,3,9,47,12,4,5,7,48,8,38,47,13,11,19,51,55,56,Average,Average,Average,Average,Average,45,C+,3,115,FALSE,
6365,Mohamed,Queiro,3,K,Power,32,72,192,Oak Forest Academy,Amite,LA,18,20,13,11,12,23,24,44,4,2,18,17,3,2,9,18,2,6,14,15,25,73,58,Average,Average,Average,Average,Average,40,C+,3,115,FALSE,
6445,Ed,Schlereth,3,FS,Ball Hawk,38,71,199,Paraclete,Lancaster,CA,19,46,35,43,42,25,3,9,4,3,5,3,8,10,31,55,19,26,17,18,55,50,75,Average,Average,Average,Average,Average,44,C+,3,115,FALSE,
6863,Channing,Redmon,2,OLB,Run Stopper,31,74,246,Patterson,Patterson,LA,5,28,7,26,28,22,7,7,3,17,7,4,7,11,44,39,39,36,12,11,39,39,22,Average,Adversarial,Average,Average,Average,35,C,3,115,FALSE,
7101,Brandon,Davies,2,ILB,Run Stopper,30,75,247,Pace,Pace,FL,8,28,6,22,28,19,1,6,3,15,5,7,6,3,40,40,43,39,7,7,37,36,47,Average,Average,Intelligent,Average,Loud,45,C,3,115,FALSE,
7395,James,Siragusa,2,TE,Receiving,28,75,247,Archbishop Murphy,Everett,WA,22,30,32,16,14,18,10,10,33,10,7,6,18,28,13,37,36,13,7,8,56,53,59,Average,Average,Average,Average,Average,23,D-,3,115,FALSE,
8084,Charles,Labourt,2,SS,Run Stopper,28,71,209,Midfield,Midfield,AL,10,28,13,23,26,21,1,7,9,11,7,1,9,6,28,47,22,28,12,6,20,67,50,Class Clown,Average,Average,Average,Track Athlete,40,C+,3,115,FALSE,
6676,Jessie,Cahill,3,OT,Run Blocking,38,76,306,Rice Consolidated,Altair,TX,17,20,19,13,12,29,10,9,29,14,2,5,12,47,5,23,50,15,15,11,42,57,60,Values academics,Average,Introvert,Average,Quiet,43,C,3,115,FALSE,
6825,Luis,Tucker,2,RB,Receiving,33,71,213,San Jacinto,San Jacinto,CA,23,39,31,13,15,21,2,6,21,9,6,9,31,6,11,58,17,11,6,13,27,46,40,Average,Average,Average,Average,Average,52,B+,3,115,FALSE,
6964,Alex,Hill,2,WR,Possesion,37,74,197,King's Academy,Sunnyvale,CA,26,36,46,13,8,25,3,8,7,3,3,9,29,13,10,53,21,6,12,13,35,43,71,Borderline failing,Average,Average,Prefers to play for an up-and-coming team,Average,68,B+,3,115,FALSE,
7105,Leka,Brown,2,DE,Speed Rusher,34,75,240,McCutcheon,Lafayette,IN,16,37,10,11,9,26,6,8,8,40,4,8,8,2,25,42,38,36,14,9,51,53,30,Average,Average,Average,Average,Average,72,B+,3,115,FALSE,
7580,Max,Jordan,2,OLB,Speed,30,72,234,West Stokes,King,NC,15,29,13,30,31,21,7,7,3,16,4,6,4,6,27,58,33,41,14,11,52,42,30,Average,Average,Extroverted,Prefers to play with former teammates,Average,35,D+,3,115,FALSE,
7728,Gorkys,Hamels,2,CB,Ball Hawk,35,71,182,Broken Bow,Broken Bow,OK,12,40,35,38,36,18,5,3,8,9,6,7,0,9,10,49,17,11,13,11,17,82,38,Average,Average,Average,Average,Average,41,C,3,115,FALSE,
7832,Joseph,Escobar,2,ILB,Run Stopper,32,75,240,Berryhill,Tulsa,OK,14,29,14,31,25,26,5,10,9,14,10,9,5,3,41,47,37,34,11,13,43,18,27,Average,Average,Average,Average,Average,58,C+,3,115,FALSE,
7889,Sean,Wesley,2,QB,Balanced,30,74,209,Midlothian,Midlothian,TX,14,20,12,13,8,21,9,7,3,1,11,10,8,5,1,37,19,9,37,37,15,43,43,Average,Average,Average,Average,Lazy,44,C,3,115,FALSE,
10149,Connor,Hardison,4,CB,Zone Coverage,44,70,179,A&M Consolidated,College Station,TX,26,48,14,59,41,28,13,13,12,11,12,16,13,8,13,59,19,25,24,17,67,54,62,Sits at the front in class,Wants extensions,Impatient,Average,Hard-working,58,B,2,115,FALSE,
10266,Julian,Longacre,4,QB,Pocket,40,76,217,Ross,Fremont,OH,19,23,20,18,24,29,14,6,15,11,14,10,11,12,11,44,26,16,53,50,81,69,39,Average,Average,Paranoid,Average,Persistant,60,B,2,115,FALSE,
10386,Trevor,Wood,4,WR,Possesion,41,74,189,Ankeny,Ankeny,IA,32,41,49,18,23,28,10,10,5,13,13,8,32,20,11,55,32,12,18,23,47,57,50,Average,Average,Average,Average,Gym Rat,64,B,2,115,FALSE,
10191,Andrew,Paulino,4,DE,Balanced,38,76,278,Georgetown,Georgetown,TX,20,40,21,20,19,29,7,15,14,36,12,6,16,7,39,44,39,46,15,15,40,46,47,Average,Average,Stoic,Average,Average,52,B-,2,115,FALSE,
10593,Terry,Castro,3,OLB,Pass Rush,33,74,234,Fairview,Sherwood,OH,12,38,14,27,26,22,9,5,7,42,5,5,6,2,27,43,32,43,17,14,43,54,55,Average,Average,Average,Average,Average,43,C,2,115,FALSE,
10682,Willy,Strickland,3,DT,Balanced,34,75,284,Marksville,Marksville,LA,10,27,23,12,18,22,7,6,4,27,10,7,5,3,36,25,40,43,15,18,54,46,46,Average,Average,Average,Average,Average,51,B,2,115,FALSE,
10773,Tion,DeJong,3,RB,Balanced,35,70,206,Poland Seminary,Poland,OH,26,37,27,12,17,25,1,3,25,11,2,5,5,7,8,62,26,20,10,19,38,65,47,Frequent visits to the principal,Adversarial,Average,Average,Average,63,B-,2,115,FALSE,
10849,Joe,Hardee,3,OT,Pass Blocking,35,75,293,Tampa Bay Tech,Tampa,FL,18,19,11,15,12,26,5,7,40,14,10,5,11,31,8,23,48,12,19,19,50,54,11,Average,Championship seeking,Average,Average,Persistant,57,A-,2,115,FALSE,
11207,Bruce,Ramos,3,FS,Man Coverage,34,71,204,Belmont Hill,Belmont,MA,16,42,7,29,47,23,9,5,7,3,10,1,12,5,23,53,17,24,17,10,20,65,30,Average,Hometown hero,Average,Average,Complacent,34,C-,2,115,FALSE,
11337,Quinton,Monell,3,SS,Zone Coverage,37,71,196,Hermiston,Hermiston,OR,11,34,9,53,34,38,2,1,3,10,11,6,10,2,28,50,13,26,12,18,61,69,61,Skips classes often,Average,Average,Prefers to play for a recent national championship winner,Average,61,B,2,115,FALSE,
11443,J.R.,Moore,3,ILB,Field General,34,74,229,Greene Central,Snow Hill,NC,11,32,19,42,29,39,6,3,7,19,10,10,9,3,31,48,34,34,11,18,52,67,75,Average,Average,Average,Prefers to play with former teammates,Average,47,C+,2,115,FALSE,
11505,Cordrea,Hahn,3,TE,Vertical Threat,34,76,227,Kahuku,Kahuku,HI,26,37,36,18,16,24,2,10,28,25,5,6,22,36,19,55,38,20,14,19,58,55,27,Average,Average,Average,Average,Average,54,B,2,115,FALSE,
12063,Drew,Riddick,2,OG,Run Blocking,30,75,278,Jefferson County,Monticello,FL,12,13,11,7,7,20,7,8,27,7,7,9,3,35,9,18,43,12,10,13,59,32,59,Studious,Average,Average,Average,Focuses on Max Reps,47,C+,2,115,FALSE,
12434,Mike,Grant,2,C,Run Blocking,31,72,301,Russell,Russell,KY,6,12,7,6,13,22,4,6,27,7,3,9,4,36,7,19,50,12,14,14,26,47,46,Average,Average,Sloppy,Average,Average,60,C+,2,115,FALSE,
12805,Marshall,Goldschmidt,2,K,Balanced,29,73,189,Niceville,Niceville,FL,6,11,18,11,13,16,33,30,3,3,8,15,9,6,6,14,8,2,8,8,63,41,64,Seeks out tutoring,Average,Average,Average,Average,44,C+,2,115,FALSE,
12929,Aristides,Astudillo,2,P,Accuracy,24,73,206,Eureka,Eureka,CA,6,12,6,14,7,17,5,12,7,3,32,18,5,10,5,8,9,9,6,6,29,56,48,Average,Average,Average,Average,Average,44,C,2,115,FALSE,
11661,Dzanan,Schimpf,3,DE,Run Stopper,34,75,301,Webb City,Webb City,MO,17,30,19,19,14,24,7,9,5,33,7,9,5,1,38,42,37,38,19,16,57,22,64,Takes AP classes,Hates Tags,Average,Prefers to play for a team with a rich history,Film Room Genius,42,C+,2,115,FALSE,
11792,Jon,Reed,3,WR,Red Zone Threat,36,75,208,Colonia,Colonia,NJ,21,33,38,18,19,23,1,9,5,6,4,11,32,32,3,54,31,1,13,19,55,35,55,Average,Average,Average,Average,Average,58,B,2,115,FALSE,
11984,John,Ward,2,CB,Zone Coverage,31,70,187,Park Vista,Lake Worth,FL,12,35,15,42,29,19,2,6,5,6,4,7,10,2,6,41,14,15,11,11,50,41,60,Average,Average,Average,Average,Average,56,B-,2,115,FALSE,
12104,Najee,Herget,2,QB,Pocket,28,75,225,Caledonia,Caledonia,MI,11,13,8,6,6,20,5,0,6,9,9,11,5,8,7,29,11,10,36,41,59,53,38,Average,Average,Average,Legacy,Hard-working,48,C+,2,115,FALSE,
12562,John,Wieters,2,RB,Speed,27,71,198,Long Reach,Columbia,MD,23,20,12,7,8,23,2,9,22,5,1,8,4,7,2,62,19,6,13,9,53,47,40,Average,Average,Average,Average,Average,54,B-,2,115,FALSE,
12694,Chad,Underwood,2,OT,Run Blocking,28,77,293,West Broward,Pembroke Pines,FL,15,14,9,7,7,16,5,2,23,13,7,5,7,35,4,19,41,15,5,6,52,61,30,Average,Average,Average,Fanboy,Average,44,C+,2,115,FALSE,
12919,Josh,Wall,2,FS,Zone Coverage,30,72,195,Immokalee,Immokalee,FL,10,33,16,41,30,21,2,9,9,5,7,2,9,8,14,46,7,19,5,10,61,63,50,Less likely to get academic probation,Average,Average,Average,Working-Class mentality,42,C,2,115,FALSE,
